_id,post_id,post_type,posted_at,likes,shares,comments,views,save_count
a168e102-bbc9-43c4-9977-ddad69267f80,3483,static_image,2024-12-12T18:38:24.076877,104,36,8,8248,32
d88c6757-4288-4568-9935-ceb4a96faf91,3615,static_image,2024-12-30T18:38:24.076877,631,29,95,5536,39
a08d98ed-41d2-4f2b-aab0-246232bf44cc,3068,static_image,2024-12-18T18:38:24.076877,789,147,47,6527,16
74ec9bdd-9cad-4fb8-9853-2fc28c93d505,1202,reel,2024-12-24T18:38:24.076877,668,117,5,2623,35
34503c1e-81be-4adf-bc71-4147eda84e01,819,static_image,2024-12-25T18:38:24.076877,189,18,76,9131,18
1603fd28-fb69-408b-90e7-0948057af38a,2627,static_image,2024-12-14T18:38:24.076877,416,133,91,4770,20
ef188e57-73ec-40bb-a889-10ecf35d691c,4865,carousel,2024-12-09T18:38:24.076877,399,73,9,3532,30
524c558b-8e73-4053-9426-03be9d21c725,2958,carousel,2024-12-17T18:38:24.076877,568,59,25,5814,39
adb050d0-4a97-4f20-be4e-8545109e116f,13,static_image,2024-12-25T18:38:24.076877,912,26,93,7323,11
991aad41-e336-4c3d-913e-10321024d92d,3477,static_image,2024-12-16T18:38:24.076877,126,194,89,7495,5
170ca878-cf6e-46a6-99d8-dbfb4192d1ee,23,static_image,2024-12-14T18:38:24.076877,688,96,50,8961,9
5ee718f5-5ce6-4cf0-af1d-d074d2a899f9,1405,static_image,2024-12-09T18:38:24.076877,137,177,12,5756,10
ed169444-d7f9-4d45-a92a-bad5babaddde,813,carousel,2024-12-26T18:38:24.076877,895,131,51,7834,35
b2b6ece8-f3e4-4c69-bcbd-ab5495c18ece,3761,carousel,2024-12-15T18:38:24.076877,660,21,19,7627,10
74142ee6-f0bb-4e58-a352-44fa8070f57a,2280,carousel,2024-12-17T18:38:24.076877,246,58,53,1673,32
3b925894-b4ce-482b-8e23-3c350e8c9b21,4597,reel,2024-12-11T18:38:24.076877,568,88,38,8426,46
a4fe9bfb-6ce0-418c-af90-33159e5ea86e,4893,reel,2024-12-10T18:38:24.076877,69,106,96,8905,25
c4b1389c-4341-49c4-a204-98dd6211c5c2,3618,static_image,2024-12-23T18:38:24.076877,85,144,93,5223,50
0d3b9784-3d6b-40c5-8d42-59abe1d9e673,4674,static_image,2024-12-14T18:38:24.076877,697,195,47,1359,32
831d1d3f-7e14-435d-830f-974f479b989c,2822,carousel,2024-12-31T18:38:24.076877,577,88,12,4667,31
e9f2c67f-dc2a-4593-9346-0bd86d58705e,2596,carousel,2024-12-20T18:38:24.076877,235,94,80,7471,47
68764f17-1284-4b11-bfa3-ad4fc1c0c76a,3899,reel,2024-12-18T18:38:24.076877,91,67,40,4899,7
4114a3ba-6f95-4b5d-830a-2edbf88f765a,3171,reel,2024-12-23T18:38:24.076877,729,158,94,3697,30
cf2b4c2b-c79d-4bc9-86b4-e18d801fc2fc,2520,static_image,2024-12-28T18:38:24.076877,963,98,10,5633,25
04086d2d-5f0a-4e12-9baa-dfd524af5dee,491,carousel,2025-01-03T18:38:24.076877,781,80,70,2983,32
536af491-19cb-45e3-bfae-0e8d3c3fdc6c,4082,reel,2024-12-13T18:38:24.076877,367,61,63,1368,37
2054159b-b648-4d28-80e1-33f261196d73,2413,static_image,2024-12-11T18:38:24.076877,328,29,32,5096,5
9b676b33-71b0-4ffb-949d-b1b7c7997a48,4787,carousel,2024-12-12T18:38:24.076877,119,16,35,9936,13
af29f888-4d7f-4cf2-a643-6468b0b72444,474,static_image,2024-12-30T18:38:24.076877,401,144,36,9901,18
dc550707-cf85-4c98-a67e-63fe9e149d2c,3997,reel,2024-12-11T18:38:24.076877,664,185,62,8107,13
041f2ce0-5a7b-4c34-8a3f-11772ed1da74,1166,carousel,2024-12-18T18:38:24.076877,873,89,12,5993,22
d2e21386-de81-4656-a073-f9c29a2cf1b2,2174,reel,2025-01-01T18:38:24.076877,268,86,58,5481,16
30cce0ed-9095-4757-a40b-29a91d951f8c,4090,carousel,2024-12-12T18:38:24.076877,455,144,50,8056,24
17dc88a4-83ed-46c5-a447-00c09204e02f,4002,carousel,2024-12-18T18:38:24.076877,340,15,33,6830,18
7cada91b-a55e-4469-89f6-41fab2f298f4,1334,static_image,2024-12-17T18:38:24.076877,886,51,30,5664,9
c3ccacec-e7df-4672-9095-c72b4e937ad9,3751,reel,2025-01-08T18:38:24.076877,82,66,55,7289,41
f19cae5d-99c1-4ac2-aa7a-258ecec083a4,3672,carousel,2025-01-05T18:38:24.076877,373,159,47,8044,6
3ef82ccc-4705-4421-8f01-8a33b2145984,1904,carousel,2024-12-18T18:38:24.076877,966,39,6,8296,8
91d9445d-c30c-459e-8f8d-98c224d20ace,995,static_image,2024-12-31T18:38:24.076877,479,102,45,5917,18
62979a0e-ad3f-4170-b580-500ecede7fb7,61,carousel,2024-12-18T18:38:24.076877,253,163,64,8176,30
3ff5545b-9348-42a2-932a-209cf88493cb,2504,static_image,2025-01-06T18:38:24.076877,276,101,85,2520,14
beff88f5-03f1-4ad1-b7f1-77ec6602bc70,3745,carousel,2024-12-18T18:38:24.076877,716,176,55,1739,28
528990d2-0c37-42e7-8871-bfccadd1cb82,2788,static_image,2024-12-31T18:38:24.076877,58,125,84,5395,7
d1c9aa1c-a6eb-4c10-a3fb-056f218b6d7f,2746,carousel,2024-12-19T18:38:24.076877,909,168,73,2707,6
04b90357-4f0c-4b67-8891-d02f6f7d7804,3652,carousel,2025-01-08T18:38:24.076877,896,110,62,3270,28
e29d8964-b7f2-434b-b16c-241a744265ad,3722,carousel,2024-12-25T18:38:24.076877,601,38,61,6181,47
34316f66-9f0e-4472-8028-1c574e6d813f,2532,reel,2024-12-31T18:38:24.076877,185,93,27,4677,23
5f5e3eb5-6e15-425c-8fad-93b3f20392ca,3233,carousel,2025-01-02T18:38:24.076877,109,34,29,3649,41
57475af8-a533-47fb-af1a-9842ccdf5e2a,2664,reel,2024-12-22T18:38:24.076877,152,34,73,2814,16
01377c00-3027-460f-98b8-06e8a5300686,232,reel,2024-12-30T18:38:24.076877,144,150,59,1275,15
ea7ec972-0fb9-4d0c-bba7-d93fd89d2334,945,static_image,2024-12-21T18:38:24.076877,769,101,56,3365,43
1d0706a4-99aa-436f-8b9e-adcd6cbe1980,4763,static_image,2025-01-08T18:38:24.076877,947,106,44,2719,47
0f2cbef5-cfdd-4bce-b981-ecf7097ab958,769,static_image,2025-01-05T18:38:24.076877,73,19,84,8632,25
5a391d8a-c514-4c5f-9b96-d3107ac6f35a,4659,reel,2024-12-17T18:38:24.076877,654,89,22,1550,13
26043b37-8ffa-4937-960d-5dcc599f2196,1074,static_image,2024-12-17T18:38:24.076877,714,36,18,1850,32
a9dcf759-f3e3-4d26-bcda-d7732238701c,4469,carousel,2024-12-19T18:38:24.076877,207,172,54,7837,41
57ce6ab8-6abb-4272-ac11-9cb6e0f77b07,801,carousel,2025-01-03T18:38:24.076877,395,176,91,9931,23
8af47855-4b5c-4000-89b2-cb17d0e78543,4535,reel,2024-12-23T18:38:24.076877,541,101,72,6382,25
e9262280-5f0e-453c-8120-19845e69d10c,4236,reel,2024-12-24T18:38:24.076877,312,137,18,7230,17
59f147c3-b2a5-47da-9b5f-5c19f7ddf20c,2440,reel,2025-01-03T18:38:24.076877,100,126,5,7248,11
a287ea86-22a2-4582-ab1a-1b35b2d165cc,325,static_image,2024-12-20T18:38:24.076877,403,69,55,2572,19
608a7df7-de0c-41f9-ad50-026e54437d15,4057,reel,2024-12-18T18:38:24.076877,877,188,95,8430,21
8a3b7b3a-d1ae-4e08-acf8-8dc03e8f6c26,3531,carousel,2024-12-24T18:38:24.076877,640,95,61,2794,40
3ca45b84-def0-4e4e-9f95-7f87ede99ee1,3110,carousel,2024-12-21T18:38:24.076877,820,30,26,8596,32
adbdc806-547b-4c65-986c-425166c4e857,2643,static_image,2024-12-12T18:38:24.076877,783,32,96,9853,43
f814a9c4-ac9d-4176-b840-86d8e1152e8c,2130,carousel,2025-01-03T18:38:24.076877,219,10,56,5088,16
610c0226-81ee-43cb-8bea-637143032f17,1496,static_image,2024-12-18T18:38:24.076877,375,116,68,3912,12
9a2270ce-2f8f-4d98-ae23-7540e5a6f07e,3972,carousel,2024-12-20T18:38:24.076877,385,68,62,8940,25
806bd650-e712-499a-8ae9-cec7a44a62ee,706,static_image,2025-01-06T18:38:24.076877,175,26,34,3331,9
83a88b01-20d1-48bc-9d7d-ec24972d44ad,532,static_image,2025-01-06T18:38:24.076877,928,15,41,1108,24
a438249b-e87c-4663-ba37-ca076de1f5c8,1815,reel,2024-12-11T18:38:24.076877,614,124,62,9878,11
5190623e-8da5-41ce-a300-047437697c39,2578,reel,2024-12-25T18:38:24.076877,430,132,66,1013,50
821b3299-6fed-4222-8909-6622741d4c11,4191,reel,2025-01-05T18:38:24.076877,77,138,45,4459,30
748e7ad6-d694-4b30-a6ae-a25fbaf4bcb6,3720,reel,2024-12-26T18:38:24.076877,814,179,19,4347,24
4f94f3d4-dc10-45f2-9b51-f9127751fba5,1120,static_image,2024-12-16T18:38:24.076877,583,137,7,3462,40
c101400d-9d1c-46ef-8f63-e96a41bd404f,4581,static_image,2025-01-04T18:38:24.076877,911,30,16,6895,20
e833b3f7-db7e-4a2f-b726-e48252f447e6,3057,static_image,2024-12-31T18:38:24.076877,737,152,7,7723,7
ddada2e3-c563-4601-ad8f-a52d8eb6a95d,4616,carousel,2024-12-29T18:38:24.076877,730,71,73,2774,48
39930bb3-69fb-4c44-b87d-3bbbdf696723,2397,static_image,2024-12-27T18:38:24.076877,658,134,38,3966,47
0d6f5c75-e8aa-45f7-b880-49c5c4ea017a,1096,static_image,2024-12-23T18:38:24.076877,131,134,25,6189,31
e8e8379b-134d-4528-a333-def8806b0320,477,reel,2024-12-17T18:38:24.076877,80,149,76,3923,18
da3d3dc7-3ac1-4144-aaab-8e3702edc4cf,139,reel,2024-12-22T18:38:24.076877,413,171,26,1175,19
c094f667-9963-4794-ac6c-f6765069fc5d,2415,carousel,2024-12-24T18:38:24.076877,388,178,96,2466,12
594634f1-5c87-4c35-95ae-680f29c69591,2267,carousel,2024-12-24T18:38:24.076877,159,182,50,3218,32
dbf0feaa-c42e-4c41-9cea-1be200ad8e12,4733,static_image,2025-01-04T18:38:24.076877,385,60,13,4350,11
687a36f2-f3dc-46fa-be51-477f18ec9111,3535,reel,2024-12-28T18:38:24.076877,621,25,39,8895,43
618a573a-87ce-4b66-9e2d-bc28a6de5097,3018,reel,2025-01-07T18:38:24.076877,714,11,92,3827,19
37b8e4dd-d11d-4f2f-97f3-06fe5a205da7,598,static_image,2025-01-02T18:38:24.076877,851,132,36,9029,30
41ab0265-6ce6-4c0a-9674-83e0149ca5e3,1957,static_image,2025-01-04T18:38:24.076877,587,98,42,4056,49
cdadab66-fc90-4f71-acf1-27bea3d50867,2376,reel,2024-12-21T18:38:24.076877,230,82,100,3687,31
29de45f0-71b4-4ce1-bca9-cfe0551ac61c,2761,static_image,2024-12-20T18:38:24.076877,261,122,58,3449,20
2e6b5668-2b5f-4658-aa00-3b8116bc2a32,2404,static_image,2024-12-30T18:38:24.076877,726,104,17,5588,5
4c97c8cb-cea9-4c45-bd84-645ef34416da,4139,carousel,2024-12-23T18:38:24.076877,587,34,64,8795,34
07042342-6750-499e-ba13-14cf34adb009,835,carousel,2024-12-14T18:38:24.076877,391,73,39,7165,27
e0f1e779-df9c-436a-bf34-76c4bc267c06,1024,reel,2024-12-09T18:38:24.076877,744,153,72,4891,40
2c41a0cb-7da3-4d92-b641-668b9439ea15,985,reel,2024-12-14T18:38:24.076877,787,124,33,9160,47
dff6f325-065a-4f33-8e06-6df314fb92c7,2083,static_image,2024-12-26T18:38:24.076877,730,42,66,4600,5
d5f42550-5771-4506-9f66-aae6ce65f535,1340,reel,2024-12-09T18:38:24.076877,983,90,96,1079,31
91c01c33-f04e-4981-838f-a422b2c554ac,4916,carousel,2024-12-23T18:38:24.076877,545,72,16,7855,31
998eb7a0-ccac-4462-a947-ea6a7da6da26,1228,static_image,2024-12-16T18:38:24.076877,157,68,9,9824,17
3da3d9a7-1d6a-469a-b9d4-712f42273e12,914,carousel,2024-12-28T18:38:24.076877,799,174,51,5902,22
bc58daac-1c52-4c41-8a8a-14fe96246299,3635,reel,2024-12-31T18:38:24.076877,168,42,20,6618,16
a2289532-1846-4fb9-8eb9-9746cf104ba0,804,carousel,2024-12-29T18:38:24.076877,266,21,28,8743,23
3516c386-fdd7-4b48-8cd5-1fd492d4a6dc,1033,static_image,2024-12-16T18:38:24.076877,772,181,65,8250,24
ad84f4c7-bfb3-41a6-b4b0-0d98fd906946,2157,carousel,2024-12-14T18:38:24.076877,797,151,78,8882,19
8cbb274c-96c6-48e4-bc96-1fdaf73bdaa0,280,carousel,2025-01-07T18:38:24.076877,238,50,77,1386,22
cd917db4-5013-4a8e-a2eb-368f910aafbe,1848,reel,2025-01-06T18:38:24.076877,874,113,17,5426,5
a98e9ef9-1fc7-41a1-a9b9-f38a827a3777,1780,reel,2025-01-06T18:38:24.076877,437,115,39,7628,36
b9c6825d-f102-46c2-8a8b-b49789dc571e,3974,reel,2024-12-22T18:38:24.076877,565,170,62,6755,45
76858cf9-1fc8-440a-b75d-342b4fbc4233,2909,carousel,2024-12-15T18:38:24.076877,434,138,7,4042,50
2fdc91d4-ad9a-42b9-bd79-a1a9be8fc605,4946,carousel,2024-12-25T18:38:24.076877,969,49,77,4292,11
f158ca5b-57ff-4434-968e-08445314dafe,4923,carousel,2024-12-18T18:38:24.076877,353,35,8,9765,15
7f174cc1-7b05-468d-a935-968359063525,2494,static_image,2024-12-27T18:38:24.076877,234,79,46,4223,6
e0d141db-1eec-4bc3-8287-07aac7359e08,1032,reel,2024-12-15T18:38:24.076877,489,31,39,7154,15
5a126afb-e981-4a9f-afde-826e087a016f,2232,static_image,2024-12-14T18:38:24.076877,629,133,93,4332,22
9da99ad6-98ff-4951-9792-c6d8941a2be8,850,carousel,2024-12-25T18:38:24.076877,288,66,10,6273,28
0712c2bb-8c12-420b-8186-8c33d8ada5dd,4008,carousel,2024-12-12T18:38:24.076877,889,44,75,3515,31
6d07785a-6358-425f-a729-1a8254826a3c,2820,reel,2024-12-14T18:38:24.076877,583,111,99,8435,39
310640b7-6685-4f38-a1b1-8511a55ff24a,2391,static_image,2025-01-05T18:38:24.076877,149,187,82,5216,39
a3700163-ee13-481c-a05c-2ce6d9a5679c,1661,static_image,2024-12-16T18:38:24.076877,809,23,52,9260,36
5d18aeab-7348-4600-a002-a4f212907285,3255,reel,2024-12-20T18:38:24.076877,863,98,69,8583,37
3876d89d-9cbf-41f9-86c4-443052dd7e4a,4920,carousel,2024-12-30T18:38:24.076877,305,168,76,4340,25
1a5b615d-161c-4391-9a7c-09f8c7097643,947,static_image,2024-12-11T18:38:24.076877,977,192,60,4674,10
10e19902-bb39-4dbf-83ca-004d818266ca,1868,carousel,2025-01-07T18:38:24.076877,66,134,90,9045,38
cf90a4f4-3b8f-4ca4-a23f-c0cfdff18101,2892,reel,2025-01-05T18:38:24.076877,501,182,83,4394,38
5659eb29-e52f-4451-9de5-0ecc5c6c1b07,1818,static_image,2025-01-02T18:38:24.076877,825,42,43,5911,41
f741f590-b634-41b3-abe4-d89e2e0b062f,4305,carousel,2024-12-14T18:38:24.076877,225,124,12,1848,35
e720605d-bd45-4d01-94a8-9154c25a929a,73,reel,2025-01-06T18:38:24.076877,351,76,96,3205,48
82f2cafd-eb4e-4963-b379-98ddeeec7322,1626,static_image,2024-12-28T18:38:24.076877,449,145,23,7598,10
2aa5126d-b898-42bc-84af-cc52a52a985e,3259,static_image,2025-01-03T18:38:24.076877,284,30,64,3000,6
77517d53-3111-45b0-bdb6-e5135303e1f8,1219,carousel,2024-12-27T18:38:24.076877,643,73,66,2852,27
f3366e45-424a-4297-8433-695e00aeafc1,88,carousel,2025-01-04T18:38:24.076877,857,121,63,2592,31
d7658d5b-0942-4422-9971-e849b018f815,4934,static_image,2024-12-11T18:38:24.076877,616,19,28,3876,13
04cbe040-566a-46e8-af85-450627756ab4,4473,carousel,2024-12-19T18:38:24.076877,754,180,78,7974,47
ec7618b6-d8a2-4da8-b2ac-32f12fc9d817,824,static_image,2025-01-05T18:38:24.076877,222,137,34,6276,31
b28dbab8-7b31-4885-b71f-6b76b5042906,2406,reel,2024-12-24T18:38:24.076877,694,25,31,3312,48
3129cd21-1e4f-4176-a49e-fa00a8435c1d,344,static_image,2025-01-06T18:38:24.076877,562,50,68,6653,14
6e4ca74d-9e15-4e93-a198-ca3c61dd8ae4,1034,reel,2024-12-10T18:38:24.076877,766,143,40,3543,44
164bf357-a8f8-4f83-aa24-c4c3c226b2ae,1280,reel,2024-12-18T18:38:24.076877,623,74,94,7362,25
70282a97-5790-4bb0-9f6a-867b644b49aa,4193,static_image,2024-12-31T18:38:24.076877,71,14,48,4012,42
baa0890b-a2e0-45c9-9f6a-4fd96e74eafa,2850,static_image,2024-12-23T18:38:24.076877,332,160,37,8146,39
e84c2fe4-ddbc-4b12-9060-5b1b69587346,4953,carousel,2024-12-25T18:38:24.076877,961,54,21,5070,41
3bb60054-698a-422a-a192-2defba075d33,1527,static_image,2025-01-04T18:38:24.076877,695,113,23,8562,17
2da4faba-8e62-49cc-834e-1afcae496af8,1841,reel,2025-01-06T18:38:24.076877,434,114,82,9437,33
4b2a78ef-9ed6-4c7b-9fa0-f3dfefe15cee,4301,static_image,2024-12-18T18:38:24.076877,228,76,70,2724,18
9ed5870c-3622-4670-b09b-ff1ca9b48fee,169,reel,2024-12-30T18:38:24.076877,192,174,17,2387,43
9ed2a81c-6207-4316-83a7-e018c922397f,3350,reel,2024-12-18T18:38:24.076877,594,107,44,4904,14
348fecb8-9392-48cc-8182-8719d7b219cf,3437,static_image,2024-12-14T18:38:24.076877,952,124,29,8085,37
665c76fa-b87f-4b75-89b1-f9d801a278d8,1394,reel,2024-12-14T18:38:24.076877,518,196,57,9445,34
14161acc-6d10-42df-900f-ded083ce6e7a,3379,reel,2024-12-20T18:38:24.076877,976,175,71,6290,32
380c4445-6161-4fc0-b305-99b7ac2b2503,1251,reel,2024-12-22T18:38:24.076877,819,183,25,2438,50
42c3a3f5-1149-4d59-8608-bad11a7e3a34,675,reel,2024-12-22T18:38:24.076877,419,112,8,6958,36
324029c7-1ba7-4dc0-b54f-3b848be718d1,2252,reel,2025-01-04T18:38:24.076877,349,153,95,7059,42
bd55f00d-e7a6-4d9a-b9e5-0becb4b2b007,1162,static_image,2025-01-06T18:38:24.076877,63,121,33,2079,40
6259da08-e1f2-4128-9497-486e039c5f66,4792,carousel,2025-01-03T18:38:24.076877,542,69,14,3262,49
b5b5cdcf-4b48-4416-ab31-51da9e33e258,3933,carousel,2024-12-17T18:38:24.076877,595,85,63,9557,32
6c44ad5f-aaca-463b-8eeb-8c660507f4fd,2380,reel,2024-12-10T18:38:24.076877,804,41,83,1366,6
d2ee44d7-75b2-4a1a-99e7-c5a97ac47d3e,2950,carousel,2024-12-28T18:38:24.076877,301,159,62,4160,13
b984d8b8-0d64-490e-9a6d-d9280e5c003b,4071,carousel,2024-12-30T18:38:24.076877,332,23,71,3076,44
8a1307eb-a16e-4355-8c9f-693b8d4645d0,3529,static_image,2024-12-12T18:38:24.076877,995,39,48,1897,47
cef03066-0d0b-4f4c-8f89-807c1cf3a021,4466,reel,2024-12-25T18:38:24.076877,476,175,100,6574,38
0ad88fec-7f2f-4c98-8915-39c59f8e5b64,4731,static_image,2024-12-11T18:38:24.076877,359,116,38,3032,39
1a8ad995-65ef-421a-a143-0bddab3d733e,4879,static_image,2024-12-30T18:38:24.076877,454,168,29,6161,20
f77147b1-3a15-4de8-b1e2-861dd154c1b9,2403,static_image,2025-01-07T18:38:24.076877,618,24,74,1791,43
6e8e730d-6477-4fb3-8a83-6976831bf4c4,2491,static_image,2025-01-07T18:38:24.076877,469,33,99,9025,11
eed97f3e-8c67-458f-9572-cbf644a837ec,1654,reel,2025-01-04T18:38:24.076877,384,111,15,4608,14
31017b64-e4f6-44ca-b1a9-f8f4ef26a84f,939,static_image,2024-12-23T18:38:24.076877,691,98,75,4274,15
4ef16111-aabf-4ff8-950c-6d3a13cfba7a,1281,carousel,2024-12-10T18:38:24.076877,958,176,14,8957,26
16f914cd-0ee0-4db9-8207-1c5025be4263,3496,static_image,2024-12-21T18:38:24.076877,779,28,80,8589,7
bbf8bbad-41f5-4bb9-a836-80efab5dbe96,2565,carousel,2024-12-25T18:38:24.076877,344,32,52,8142,44
4971d469-b533-4f2e-8b46-72973a240a6f,792,reel,2024-12-17T18:38:24.076877,914,51,23,2611,36
daf455ae-eb63-4c0a-87cc-05f056df18aa,4585,static_image,2025-01-02T18:38:24.076877,541,177,89,3442,9
0d803f6e-1945-41cb-a70b-1109bfabb69e,2056,static_image,2024-12-22T18:38:24.076877,465,112,21,7890,18
a8c85ea8-531d-4023-9b29-ebab2a868190,1712,carousel,2024-12-17T18:38:24.076877,113,158,45,7187,39
b4b72094-9409-4298-8001-201595aa885b,2935,static_image,2024-12-17T18:38:24.076877,847,177,56,7208,18
90fa188e-ebdb-4b27-8beb-0c2c30eb87af,47,carousel,2025-01-05T18:38:24.076877,178,67,5,1272,18
449c3257-263c-4faf-881d-dc93d9178bca,1277,reel,2024-12-24T18:38:24.076877,917,60,95,4509,11
477d0453-97f5-47d6-be21-d3669d8c43a9,2601,carousel,2024-12-13T18:38:24.076877,337,135,38,7683,25
1435030a-4ba6-475f-923d-3da76ce96e12,2279,carousel,2024-12-14T18:38:24.076877,346,54,15,6499,47
4255d011-57cd-4612-9dc8-bb9742213cf5,54,carousel,2025-01-05T18:38:24.076877,525,122,47,1826,48
58a9f665-2ac6-4493-ba0d-b9ba1a297d11,2192,carousel,2025-01-08T18:38:24.076877,929,194,68,8443,6
61ebb2e4-6572-40f1-9290-2faa883d194c,2110,carousel,2024-12-20T18:38:24.076877,161,145,66,1963,20
63bb7d89-01c4-47b6-bd66-f14fc32e87dc,3692,static_image,2024-12-29T18:38:24.076877,221,117,80,1192,35
0c8506e5-e2c3-4085-b778-406910698c79,2246,static_image,2024-12-17T18:38:24.076877,430,22,23,4871,6
3fcb4622-ff16-4e39-a0fd-e5ea119a50fb,780,static_image,2025-01-03T18:38:24.076877,884,58,23,9228,24
3ba88077-b93b-4279-9e76-7e314fe7567c,4605,reel,2024-12-21T18:38:24.076877,381,70,92,2700,7
647b9c7c-49d6-4a6b-bb87-184f6aa96bf1,2864,static_image,2024-12-31T18:38:24.076877,799,19,22,7686,22
92742474-8724-425e-bf79-435b383cef76,4105,reel,2024-12-14T18:38:24.076877,776,147,50,3989,22
ca7748ed-55fe-4946-9810-d4e6f59bd6d0,3820,reel,2024-12-24T18:38:24.076877,202,184,44,1292,10
d130656a-eb7a-4153-bd78-fb6f9de96ab3,1673,static_image,2025-01-07T18:38:24.076877,516,108,43,2068,29
8c685ee7-28e6-44d5-8ea6-f255308026fe,1719,reel,2025-01-06T18:38:24.076877,211,88,27,4174,17
327e32f2-202f-4dc1-9802-bbb1b49187e0,603,reel,2024-12-28T18:38:24.076877,413,44,15,3986,21
27ab716b-b50d-42db-9714-1c2b096f68b5,243,reel,2024-12-14T18:38:24.076877,517,126,100,5032,20
1a34da93-15a0-49ed-b971-90f54261c7de,468,static_image,2024-12-15T18:38:24.076877,577,141,12,3992,39
a920d48c-9df1-47d1-a15b-0654c1935a14,3700,reel,2024-12-13T18:38:24.076877,348,42,38,7703,31
0d238925-7315-474e-acdd-82cb6a061e54,3114,carousel,2025-01-04T18:38:24.076877,251,200,62,3720,45
be0cdc16-5ba4-4907-bfb4-c69c66ce1717,1885,static_image,2024-12-15T18:38:24.076877,909,113,41,7922,43
9fedf7ad-d131-4e2f-ab16-b6981130225c,1163,static_image,2025-01-07T18:38:24.076877,744,191,39,1394,35
d7c33916-9c6a-4b60-96f8-0a74acc00481,1389,static_image,2024-12-26T18:38:24.076877,196,111,79,3211,16
d0a32537-fd93-4c44-b5b3-f3e6d51534bb,4990,static_image,2024-12-17T18:38:24.076877,335,26,13,2544,13
7214ac1c-6921-483e-ba1f-87c88f9cd691,1258,reel,2024-12-25T18:38:24.076877,688,136,67,5294,43
df1c91b2-a22c-4561-8f09-0f83e6554156,3660,reel,2024-12-09T18:38:24.076877,572,164,26,1580,37
cf7422c2-4398-4fec-8de0-775f21ae861c,2490,reel,2024-12-10T18:38:24.076877,710,100,9,3200,46
637aace1-7ab8-4d08-bbfc-c516088de5fc,3405,carousel,2025-01-03T18:38:24.076877,911,166,34,2201,21
7b6a61ea-ba4e-4f45-a56d-830d379b0ede,2327,static_image,2024-12-22T18:38:24.076877,246,26,49,1603,10
91524d85-0c72-408b-930b-a1973dd92a9a,3842,reel,2024-12-16T18:38:24.076877,214,22,54,4144,49
acacf3cb-c5e7-444a-8f50-8ead15b0da5b,389,reel,2024-12-20T18:38:24.076877,587,75,11,1013,6
9178748e-29c0-44c5-86fc-cb1974b9bbac,2442,carousel,2024-12-11T18:38:24.076877,677,13,66,9745,7
d23c54b1-5ad0-442a-be6b-f3efe47d9452,4562,static_image,2024-12-11T18:38:24.076877,243,128,36,5251,5
a1f6dd25-34ab-4139-af3a-9f1deb22cefa,2401,reel,2024-12-15T18:38:24.076877,52,43,17,7497,11
